order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id
424,1044,Completed,2016-09-27,2016-10-03,2016-09-30,1,9
425,536,Completed,2016-09-27,2016-10-08,2016-09-28,2,9
426,1014,Completed,2016-09-28,2016-10-08,2016-10-01,2,2
427,227,Completed,2016-09-29,2016-10-06,2016-10-01,2,5
428,1178,Completed,2016-09-29,2016-10-13,2016-10-05,1,1
429,822,Completed,2016-09-29,2016-10-05,2016-09-30,3,4
430,871,Completed,2016-09-30,2016-10-14,2016-10-01,2,2
431,405,Completed,2016-10-01,2016-10-09,2016-10-02,2,8
432,202,Processing,2016-10-02,2016-10-09,2016-10-03,1,4
433,38,Completed,2016-10-02,2016-10-13,2016-10-09,2,5
434,942,Cancelled,2016-10-03,2016-10-15,2016-10-04,2,4
435,188,Completed,2016-10-05,2016-10-11,2016-10-06,2,5
436,1081,Processing,2016-10-07,2016-10-21,,2,5
437,941,Shipped,2016-10-08,2016-10-19,2016-10-15,3,5
438,1044,Pending,2016-10-09,2016-10-21,2016-10-18,3,3
439,273,Completed,2016-10-09,2016-10-19,2016-10-10,2,7
440,1143,Processing,2016-10-09,2016-10-19,2016-10-18,2,3
441,583,Completed,2016-10-09,2016-10-23,2016-10-12,2,2
442,516,Completed,2016-10-09,2016-10-14,2016-10-18,3,3
443,1245,Completed,2016-10-09,2016-10-17,2016-10-28,3,3
444,526,Completed,2016-10-10,2016-10-15,2016-10-11,1,8
445,336,Completed,2016-10-11,2016-10-19,2016-10-18,1,4
446,698,Shipped,2016-10-11,2016-10-17,2016-10-12,2,3
447,1079,Pending,2016-10-11,2016-10-20,2016-10-12,2,10
448,500,Completed,2016-10-14,2016-10-28,2016-10-16,3,5
449,900,Shipped,2016-10-17,2016-10-30,2016-10-21,2,4
450,766,Completed,2016-10-17,2016-10-31,2016-10-30,2,9
451,536,Cancelled,2016-10-19,2016-10-26,,3,8
452,162,Completed,2016-10-20,2016-11-01,,3,7
453,594,Completed,2016-10-21,2016-10-28,2016-10-26,3,8
454,159,Processing,2016-10-21,2016-10-31,2016-10-24,3,5
455,1212,Pending,2016-10-21,2016-10-29,2016-10-22,1,4
456,60,Processing,2016-10-22,2016-11-03,2016-11-08,3,7
457,915,Cancelled,2016-10-23,2016-11-02,2016-10-26,3,1
458,1343,Processing,2016-10-23,2016-11-04,,2,6
459,211,Pending,2016-10-24,2016-10-29,2016-10-27,2,8
460,406,Shipped,2016-10-24,2016-11-03,2016-10-26,2,7
461,664,Pending,2016-10-25,2016-10-30,2016-10-28,1,2
462,1133,Completed,2016-10-25,2016-10-30,2016-10-26,3,7
463,1100,Shipped,2016-10-26,2016-11-07,2016-11-01,3,6
464,542,Completed,2016-10-26,2016-11-06,2016-10-27,1,5
465,1338,Processing,2016-10-26,2016-11-02,2016-11-10,3,4
466,998,Shipped,2016-10-27,2016-11-06,2016-10-28,2,1
467,1141,Processing,2016-10-27,2016-11-09,2016-10-31,1,2
468,927,Pending,2016-10-27,2016-11-07,2016-10-29,3,7
469,868,Processing,2016-10-27,2016-11-03,2016-10-31,1,10
470,19,Completed,2016-10-30,2016-11-09,2016-11-01,1,3
471,432,Shipped,2016-10-30,2016-11-07,2016-10-31,3,5
472,740,Completed,2016-10-30,2016-11-06,,2,8
473,1374,Completed,2016-11-01,2016-11-14,2016-11-02,3,8
474,183,Completed,2016-11-01,2016-11-15,2016-11-13,3,6
475,113,Completed,2016-11-02,2016-11-08,2016-11-04,2,5
476,1207,Completed,2016-11-02,2016-11-07,2016-11-12,3,2
477,481,Processing,2016-11-03,2016-11-09,2016-11-09,3,9
478,1170,Completed,2016-11-03,2016-11-14,,3,1
479,831,Completed,2016-11-03,2016-11-17,2016-11-05,1,2
480,1137,Completed,2016-11-04,2016-11-09,2016-11-05,1,1
481,763,Completed,2016-11-04,2016-11-14,2016-11-11,1,4
482,476,Pending,2016-11-06,2016-11-17,2016-11-07,3,4
483,763,Completed,2016-11-07,2016-11-20,2016-11-16,2,5
484,1327,Completed,2016-11-07,2016-11-19,2016-11-08,1,5
485,971,Completed,2016-11-08,2016-11-18,2016-11-09,2,8
486,1020,Completed,2016-11-08,2016-11-15,2016-11-12,3,3
487,1142,Completed,2016-11-09,2016-11-21,2016-11-13,1,6
488,161,Completed,2016-11-10,2016-11-21,2016-11-18,3,3
489,401,Processing,2016-11-10,2016-11-17,2016-11-11,2,2
490,198,Processing,2016-11-12,2016-11-25,2016-11-15,1,8
491,1284,Completed,2016-11-12,2016-11-18,2016-11-13,1,1
492,660,Cancelled,2016-11-13,2016-11-20,2016-11-20,1,9
493,1071,Completed,2016-11-14,2016-11-20,2016-11-15,1,7
494,399,Completed,2016-11-15,2016-11-20,2016-11-21,2,10
495,78,Cancelled,2016-11-15,2016-11-23,2016-11-17,1,4
496,124,Completed,2016-11-16,2016-11-25,2016-11-22,3,3
497,75,Shipped,2016-11-17,2016-11-27,2016-11-19,1,6
498,137,Completed,2016-11-17,2016-11-26,2016-11-20,2,9
499,602,Completed,2016-11-18,2016-11-23,2016-11-19,1,9
500,1424,Completed,2016-11-18,2016-11-25,2016-11-23,2,4
501,837,Processing,2016-11-20,2016-11-25,2016-11-26,2,10
502,500,Pending,2016-11-21,2016-11-30,2016-11-22,3,5
503,138,Processing,2016-11-21,2016-11-30,2016-11-24,1,9
504,50,Completed,2016-11-25,2016-12-05,2016-11-27,1,2
505,973,Completed,2016-11-25,2016-12-07,2016-11-29,1,2
506,254,Completed,2016-11-26,2016-12-10,,3,5
507,710,Completed,2016-11-29,2016-12-04,2016-12-06,3,1
508,563,Shipped,2016-11-29,2016-12-07,2016-12-02,2,8
509,757,Completed,2016-12-02,2016-12-16,2016-12-03,2,5
510,547,Processing,2016-12-03,2016-12-08,2016-12-14,2,10
511,1326,Processing,2016-12-04,2016-12-17,2016-12-09,3,2
512,922,Completed,2016-12-05,2016-12-16,2016-12-06,3,9
513,581,Pending,2016-12-06,2016-12-17,2016-12-07,3,2
514,1373,Completed,2016-12-06,2016-12-15,2016-12-07,2,7
515,49,Completed,2016-12-07,2016-12-18,2016-12-08,3,8
516,917,Completed,2016-12-07,2016-12-13,2016-12-08,2,6
517,1098,Completed,2016-12-10,2016-12-18,2016-12-14,2,7
518,704,Completed,2016-12-11,2016-12-22,2016-12-13,1,1
519,261,Completed,2016-12-12,2016-12-19,2016-12-23,1,4
520,356,Completed,2016-12-13,2016-12-19,2016-12-15,1,7
521,1284,Completed,2016-12-14,2016-12-28,2016-12-15,2,1
522,638,Pending,2016-12-15,2016-12-21,2016-12-17,1,1
523,743,Processing,2016-12-15,2016-12-20,2016-12-16,1,6
524,1319,Completed,2016-12-15,2016-12-24,,1,4
525,1010,Completed,2016-12-15,2016-12-25,2016-12-24,3,3
526,931,Processing,2016-12-16,2016-12-26,2016-12-17,2,5
527,641,Completed,2016-12-17,2016-12-30,2016-12-20,1,9
528,792,Pending,2016-12-18,2016-12-26,2016-12-19,3,10
529,1337,Completed,2016-12-18,2016-12-23,2016-12-19,3,10
530,612,Completed,2016-12-19,2016-12-29,2016-12-20,3,10
531,809,Completed,2016-12-19,2016-12-28,2016-12-21,1,3
532,1206,Completed,2016-12-20,2017-01-03,2016-12-21,3,5
533,686,Pending,2016-12-20,2016-12-30,2016-12-21,2,10
534,1388,Completed,2016-12-20,2016-12-27,2016-12-28,3,5
535,188,Processing,2016-12-21,2016-12-27,2016-12-27,3,9
536,985,Shipped,2016-12-21,2016-12-31,2016-12-23,3,10
537,548,Completed,2016-12-22,2016-12-27,2016-12-23,3,4
538,725,Processing,2016-12-22,2017-01-02,2016-12-28,2,1
539,926,Completed,2016-12-22,2017-01-02,2016-12-23,1,10
540,1432,Completed,2016-12-22,2017-01-05,2016-12-30,2,5
541,876,Processing,2016-12-23,2017-01-03,2016-12-26,2,1
542,618,Completed,2016-12-24,2017-01-07,2017-01-04,1,6
543,414,Completed,2016-12-24,2016-12-29,,3,10
544,1366,Completed,2016-12-25,2017-01-02,2016-12-31,1,10
545,1244,Completed,2016-12-25,2017-01-05,2017-01-03,1,7
546,903,Shipped,2016-12-28,2017-01-10,2016-12-29,2,1
547,163,Shipped,2016-12-30,2017-01-08,2016-12-31,1,10
548,1244,Processing,2016-12-31,2017-01-06,2017-01-07,3,4
549,270,Processing,2016-12-31,2017-01-11,,2,9
550,632,Completed,2017-01-01,2017-01-15,2017-01-03,3,1
551,906,Completed,2017-01-01,2017-01-06,2017-01-02,2,9
552,1424,Completed,2017-01-02,2017-01-13,2017-01-03,3,8
553,1206,Completed,2017-01-03,2017-01-13,2017-01-11,1,5
554,205,Completed,2017-01-03,2017-01-14,2017-01-04,1,6
555,582,Cancelled,2017-01-04,2017-01-18,2017-01-06,1,7
556,841,Completed,2017-01-04,2017-01-11,2017-01-08,3,4
557,1252,Completed,2017-01-05,2017-01-12,2017-01-06,2,6
558,596,Completed,2017-01-06,2017-01-17,2017-01-19,2,7
559,250,Pending,2017-01-06,2017-01-12,2017-01-07,2,6
560,875,Processing,2017-01-07,2017-01-12,2017-01-16,1,6
561,196,Completed,2017-01-08,2017-01-21,2017-02-03,3,2
562,690,Completed,2017-01-08,2017-01-21,2017-01-09,2,5
563,1094,Processing,2017-01-08,2017-01-19,2017-01-10,3,3
564,639,Completed,2017-01-09,2017-01-20,2017-01-13,2,7
565,1423,Completed,2017-01-09,2017-01-16,2017-01-10,1,4
566,672,Pending,2017-01-09,2017-01-23,,3,1
567,1227,Processing,2017-01-13,2017-01-19,2017-01-22,2,6
568,1172,Completed,2017-01-13,2017-01-24,2017-02-17,2,6
569,944,Processing,2017-01-13,2017-01-26,2017-01-14,2,7
570,199,Processing,2017-01-13,2017-01-18,2017-01-14,2,8
571,492,Completed,2017-01-14,2017-01-22,2017-01-21,1,3
572,896,Cancelled,2017-01-14,2017-01-24,2017-02-01,2,6
573,142,Processing,2017-01-15,2017-01-26,2017-01-25,2,10
574,1337,Processing,2017-01-16,2017-01-30,2017-01-17,1,2
575,165,Processing,2017-01-17,2017-01-28,2017-01-22,2,9
576,314,Completed,2017-01-17,2017-01-31,2017-01-19,3,2
577,21,Completed,2017-01-18,2017-01-24,2017-01-24,3,3
578,1106,Completed,2017-01-18,2017-01-26,2017-02-09,2,10
579,1155,Completed,2017-01-18,2017-01-27,,1,2
580,984,Completed,2017-01-19,2017-01-24,2017-01-22,1,9
581,305,Shipped,2017-01-19,2017-01-24,2017-01-20,1,1
582,371,Processing,2017-01-20,2017-02-03,2017-01-30,2,5
583,853,Pending,2017-01-21,2017-01-28,2017-01-29,2,1
584,384,Shipped,2017-01-21,2017-02-04,2017-01-24,3,5
585,445,Processing,2017-01-23,2017-01-30,2017-01-24,1,8
586,425,Completed,2017-01-23,2017-02-04,2017-01-24,2,8
587,161,Completed,2017-01-24,2017-02-06,2017-01-25,2,8
588,1202,Completed,2017-01-24,2017-01-29,2017-01-25,2,2
589,629,Processing,2017-01-24,2017-01-30,,1,8
590,895,Completed,2017-01-25,2017-02-08,2017-01-26,1,5
591,490,Pending,2017-01-27,2017-02-02,2017-01-28,3,1
592,1017,Completed,2017-01-27,2017-02-04,2017-01-29,1,7
593,327,Processing,2017-01-27,2017-02-02,2017-02-02,2,6
594,598,Processing,2017-01-28,2017-02-08,2017-01-30,3,5
595,1015,Processing,2017-01-28,2017-02-10,2017-02-04,1,1
596,289,Cancelled,2017-01-29,2017-02-09,,1,1
597,593,Processing,2017-01-30,2017-02-09,,1,6
598,573,Shipped,2017-01-31,2017-02-14,2017-02-03,1,10
599,1378,Shipped,2017-02-01,2017-02-06,2017-02-02,2,7
600,28,Processing,2017-02-02,2017-02-16,2017-02-11,1,10
601,954,Pending,2017-02-02,2017-02-15,2017-02-05,2,10
602,43,Completed,2017-02-05,2017-02-14,2017-02-23,2,1
603,423,Completed,2017-02-05,2017-02-14,2017-02-06,2,9
604,177,Completed,2017-02-06,2017-02-16,2017-02-07,3,4
605,529,Completed,2017-02-06,2017-02-19,2017-02-11,2,5
606,966,Completed,2017-02-07,2017-02-19,2017-02-20,1,2
607,198,Cancelled,2017-02-07,2017-02-19,,3,10
608,610,Shipped,2017-02-09,2017-02-21,2017-02-21,1,8
609,842,Processing,2017-02-09,2017-02-14,2017-02-10,2,2
610,853,Completed,2017-02-09,2017-02-14,2017-02-13,1,3
611,22,Completed,2017-02-10,2017-02-22,2017-02-27,3,9
612,1136,Completed,2017-02-11,2017-02-20,2017-02-12,3,2
613,1081,Completed,2017-02-12,2017-02-25,2017-02-13,1,6
614,1090,Completed,2017-02-12,2017-02-18,2017-02-13,1,4
615,842,Completed,2017-02-12,2017-02-25,2017-02-14,1,7
616,98,Shipped,2017-02-13,2017-02-25,2017-02-14,3,6
617,1168,Processing,2017-02-14,2017-02-27,2017-02-27,2,10
618,435,Completed,2017-02-14,2017-02-22,2017-02-21,1,9
619,637,Completed,2017-02-14,2017-02-19,,2,9
620,1110,Completed,2017-02-15,2017-02-20,2017-02-19,3,10
621,588,Completed,2017-02-16,2017-02-25,2017-02-28,1,4
622,344,Shipped,2017-02-16,2017-02-22,2017-02-17,1,1
623,1318,Completed,2017-02-16,2017-02-28,2017-03-03,3,2
624,571,Completed,2017-02-17,2017-03-03,,1,8
625,611,Completed,2017-02-19,2017-02-28,2017-02-20,2,10
626,243,Completed,2017-02-19,2017-02-28,2017-02-20,3,8
627,561,Pending,2017-02-20,2017-02-26,2017-03-07,3,2
628,960,Processing,2017-02-21,2017-03-04,2017-02-22,1,4
629,32,Pending,2017-02-23,2017-03-07,2017-02-25,3,1
630,391,Completed,2017-02-24,2017-03-10,2017-02-26,1,7
631,277,Completed,2017-02-24,2017-03-01,2017-02-25,1,4
632,532,Completed,2017-02-25,2017-03-03,2017-02-26,3,8
633,1178,Shipped,2017-02-26,2017-03-12,2017-02-27,1,9
634,383,Completed,2017-02-27,2017-03-07,2017-03-02,2,9
635,1092,Completed,2017-03-01,2017-03-10,2017-03-14,2,3
636,884,Pending,2017-03-01,2017-03-07,2017-03-03,1,5
637,214,Pending,2017-03-01,2017-03-06,2017-03-04,2,6
638,376,Completed,2017-03-02,2017-03-15,2017-03-13,1,6
639,744,Completed,2017-03-02,2017-03-07,2017-03-04,2,10
640,213,Completed,2017-03-04,2017-03-12,2017-03-15,3,8
641,79,Shipped,2017-03-04,2017-03-10,2017-03-05,1,6
642,628,Completed,2017-03-05,2017-03-13,2017-03-07,1,6
643,604,Shipped,2017-03-05,2017-03-17,2017-03-06,1,4
644,782,Completed,2017-03-05,2017-03-17,,1,7
645,1405,Shipped,2017-03-06,2017-03-19,2017-03-07,1,8
646,1001,Processing,2017-03-07,2017-03-16,,1,3
647,680,Completed,2017-03-09,2017-03-20,2017-03-17,3,7
648,58,Shipped,2017-03-09,2017-03-16,2017-03-12,3,3
649,1050,Completed,2017-03-10,2017-03-24,2017-03-29,2,8
650,881,Shipped,2017-03-10,2017-03-18,2017-03-11,1,1
651,447,Pending,2017-03-10,2017-03-24,2017-03-11,2,1
652,66,Completed,2017-03-11,2017-03-24,2017-03-23,2,6
653,1278,Pending,2017-03-11,2017-03-25,2017-03-13,3,10
654,1068,Cancelled,2017-03-11,2017-03-25,2017-03-12,2,9
655,1121,Completed,2017-03-11,2017-03-16,2017-03-15,3,4
656,1012,Completed,2017-03-12,2017-03-18,2017-03-13,2,6
657,227,Processing,2017-03-12,2017-03-21,2017-03-17,1,5
658,774,Processing,2017-03-12,2017-03-19,2017-03-17,2,1
659,679,Completed,2017-03-14,2017-03-20,2017-03-15,3,6
660,601,Completed,2017-03-14,2017-03-19,2017-03-15,3,9
661,379,Completed,2017-03-16,2017-03-30,2017-03-19,3,3
662,1202,Completed,2017-03-17,2017-03-24,2017-03-24,2,3
663,709,Completed,2017-03-18,2017-03-23,2017-03-19,2,2
664,307,Shipped,2017-03-18,2017-03-23,2017-03-28,3,4
665,779,Completed,2017-03-21,2017-03-26,2017-03-22,1,10
666,504,Pending,2017-03-23,2017-04-04,2017-03-30,1,3
667,268,Completed,2017-03-23,2017-03-30,2017-03-24,2,2
668,8,Completed,2017-03-23,2017-03-28,2017-03-24,2,1
669,508,Completed,2017-03-24,2017-04-04,2017-03-27,3,3
670,476,Completed,2017-03-24,2017-04-07,2017-03-25,2,10
671,1321,Pending,2017-03-25,2017-04-01,2017-03-27,2,6
672,164,Shipped,2017-03-25,2017-04-06,2017-03-30,3,9
673,485,Pending,2017-03-26,2017-04-03,2017-04-10,3,5
674,1096,Cancelled,2017-03-26,2017-04-03,2017-03-28,2,3
675,567,Shipped,2017-03-27,2017-04-05,2017-04-01,1,5
676,905,Completed,2017-03-28,2017-04-07,2017-03-29,2,5
677,559,Processing,2017-03-30,2017-04-10,2017-04-01,1,5
678,238,Pending,2017-03-30,2017-04-07,2017-04-02,1,7
679,1128,Completed,2017-04-02,2017-04-14,2017-04-06,1,5
680,1234,Processing,2017-04-02,2017-04-12,,3,7
681,554,Completed,2017-04-02,2017-04-07,2017-04-05,3,9
682,828,Completed,2017-04-02,2017-04-07,2017-04-08,3,5
683,468,Processing,2017-04-03,2017-04-16,2017-04-10,2,2
684,1292,Completed,2017-04-03,2017-04-17,,3,5
685,386,Completed,2017-04-04,2017-04-14,2017-04-07,3,8
686,775,Shipped,2017-04-04,2017-04-18,2017-04-13,2,4
687,848,Pending,2017-04-06,2017-04-18,2017-04-07,2,2
688,387,Completed,2017-04-06,2017-04-17,2017-04-09,1,10
689,877,Pending,2017-04-06,2017-04-16,2017-04-07,2,3
690,259,Completed,2017-04-08,2017-04-16,2017-04-09,2,9
691,283,Completed,2017-04-09,2017-04-20,2017-04-10,3,9
692,40,Cancelled,2017-04-09,2017-04-22,2017-04-13,1,8
693,486,Pending,2017-04-10,2017-04-24,2017-04-22,1,8
694,929,Completed,2017-04-10,2017-04-24,2017-04-14,2,8
695,220,Processing,2017-04-10,2017-04-21,,3,8
696,1153,Shipped,2017-04-11,2017-04-16,2017-04-19,3,8
697,1015,Completed,2017-04-12,2017-04-26,2017-04-14,3,1
698,1024,Completed,2017-04-13,2017-04-26,2017-04-16,3,6
699,613,Completed,2017-04-13,2017-04-21,,2,9
700,928,Pending,2017-04-13,2017-04-20,2017-04-14,3,8
701,688,Pending,2017-04-13,2017-04-21,2017-04-21,1,3
702,613,Pending,2017-04-14,2017-04-22,2017-04-15,1,1
703,260,Shipped,2017-04-16,2017-04-30,2017-04-26,2,2
704,990,Processing,2017-04-16,2017-04-22,2017-04-17,3,2
705,966,Completed,2017-04-17,2017-04-22,2017-04-23,3,7
706,366,Completed,2017-04-17,2017-05-01,2017-04-25,3,6
707,544,Completed,2017-04-18,2017-04-23,2017-04-25,3,2
708,649,Completed,2017-04-20,2017-05-02,2017-04-23,2,8
709,814,Pending,2017-04-21,2017-04-27,,3,9
710,1040,Shipped,2017-04-21,2017-05-05,2017-04-23,2,7
711,1153,Completed,2017-04-22,2017-05-01,2017-04-27,3,4
712,575,Completed,2017-04-24,2017-05-02,2017-04-28,3,1
713,1133,Processing,2017-04-25,2017-05-07,2017-04-27,1,4
714,1013,Completed,2017-04-25,2017-05-01,2017-04-26,2,4
715,670,Completed,2017-04-25,2017-05-09,2017-04-28,1,8
716,269,Completed,2017-04-26,2017-05-09,2017-05-03,2,4
717,1186,Completed,2017-04-27,2017-05-08,2017-05-02,3,4
718,1284,Shipped,2017-04-28,2017-05-09,2017-05-11,3,2
719,924,Completed,2017-04-30,2017-05-05,2017-05-06,2,10
720,1126,Completed,2017-05-02,2017-05-08,,1,7
721,247,Completed,2017-05-03,2017-05-11,2017-05-06,2,4
722,131,Cancelled,2017-05-03,2017-05-11,2017-05-06,2,6
723,353,Completed,2017-05-04,2017-05-11,2017-05-07,3,3
724,196,Completed,2017-05-06,2017-05-17,2017-05-07,1,7
725,930,Completed,2017-05-06,2017-05-18,2017-05-07,2,6
726,1406,Completed,2017-05-08,2017-05-14,2017-05-20,1,3
727,1022,Completed,2017-05-08,2017-05-16,2017-05-11,1,4
728,645,Pending,2017-05-09,2017-05-16,2017-05-16,2,10
729,227,Completed,2017-05-09,2017-05-15,2017-05-13,1,5
730,701,Completed,2017-05-10,2017-05-20,,3,9
731,265,Processing,2017-05-10,2017-05-18,2017-05-11,3,6
732,1396,Completed,2017-05-10,2017-05-20,2017-05-12,3,4
733,646,Completed,2017-05-10,2017-05-16,2017-05-14,3,7
734,211,Completed,2017-05-11,2017-05-19,,1,2
735,1401,Cancelled,2017-05-11,2017-05-21,2017-05-12,3,4
736,1419,Completed,2017-05-12,2017-05-21,2017-05-17,2,5
737,943,Shipped,2017-05-12,2017-05-19,2017-05-18,3,4
738,1388,Processing,2017-05-13,2017-05-25,2017-05-20,2,4
739,457,Completed,2017-05-13,2017-05-24,2017-05-16,2,9
740,725,Cancelled,2017-05-14,2017-05-21,2017-05-15,3,2
741,1250,Completed,2017-05-16,2017-05-26,2017-05-20,3,6
742,982,Completed,2017-05-17,2017-05-25,2017-05-18,1,8
743,1155,Processing,2017-05-19,2017-05-28,,2,8
744,588,Processing,2017-05-20,2017-05-29,2017-05-25,3,7
745,476,Pending,2017-05-21,2017-06-01,2017-05-23,1,10
746,986,Completed,2017-05-21,2017-05-30,2017-05-30,3,4
747,1301,Completed,2017-05-21,2017-05-28,,3,7
748,156,Processing,2017-05-22,2017-06-05,2017-06-02,3,10
749,1242,Completed,2017-05-22,2017-05-31,,2,6
750,190,Completed,2017-05-24,2017-06-04,2017-06-08,3,6
751,1441,Completed,2017-05-26,2017-06-04,2017-05-27,1,2
752,981,Completed,2017-05-28,2017-06-06,,3,8
753,546,Shipped,2017-05-28,2017-06-10,,3,8
754,41,Completed,2017-05-31,2017-06-07,2017-06-10,1,7
755,307,Cancelled,2017-05-31,2017-06-10,2017-06-06,1,9
756,943,Completed,2017-06-01,2017-06-06,2017-06-03,2,8
757,338,Processing,2017-06-02,2017-06-16,2017-06-05,2,9
758,1338,Completed,2017-06-02,2017-06-11,2017-06-10,2,9
759,1099,Completed,2017-06-02,2017-06-14,,2,6
760,953,Completed,2017-06-03,2017-06-12,2017-06-07,1,2
761,279,Completed,2017-06-03,2017-06-16,2017-06-04,3,7
762,1200,Completed,2017-06-03,2017-06-13,2017-06-13,3,3
763,896,Cancelled,2017-06-05,2017-06-17,2017-06-08,3,7
764,273,Pending,2017-06-08,2017-06-22,,2,9
765,837,Completed,2017-06-09,2017-06-21,2017-06-10,1,10
766,620,Completed,2017-06-09,2017-06-16,2017-06-10,1,10
767,862,Completed,2017-06-10,2017-06-21,2017-06-15,1,2
768,931,Completed,2017-06-10,2017-06-21,2017-06-13,3,6
769,289,Processing,2017-06-10,2017-06-24,2017-06-20,2,6
770,724,Shipped,2017-06-11,2017-06-21,2017-06-16,1,9
771,893,Completed,2017-06-13,2017-06-24,2017-06-27,2,9
772,272,Completed,2017-06-14,2017-06-20,2017-06-21,1,5
773,1090,Completed,2017-06-16,2017-06-29,2017-06-29,2,5
774,483,Pending,2017-06-16,2017-06-30,2017-06-23,1,9
775,936,Completed,2017-06-17,2017-07-01,2017-06-19,2,8
776,248,Pending,2017-06-19,2017-06-24,2017-06-26,1,7
777,156,Pending,2017-06-19,2017-06-24,2017-07-05,1,8
778,1071,Completed,2017-06-19,2017-06-26,2017-06-20,2,6
779,454,Processing,2017-06-19,2017-06-26,2017-06-22,2,3
780,201,Completed,2017-06-22,2017-06-27,2017-06-23,3,7
781,124,Pending,2017-06-22,2017-07-03,2017-06-28,2,8
782,1,Completed,2017-06-22,2017-06-30,2017-06-26,1,8
783,968,Completed,2017-06-23,2017-07-07,2017-06-29,1,1
784,855,Shipped,2017-06-23,2017-06-29,,2,7
785,640,Shipped,2017-06-23,2017-07-07,2017-06-26,3,3
786,191,Processing,2017-06-23,2017-07-02,2017-06-24,2,2
787,516,Completed,2017-06-24,2017-07-04,2017-07-04,1,2
788,442,Processing,2017-06-25,2017-07-08,2017-07-01,1,8
789,143,Completed,2017-06-26,2017-07-04,,3,9
790,1215,Shipped,2017-06-26,2017-07-02,2017-07-19,2,3
791,533,Completed,2017-06-26,2017-07-05,2017-06-27,1,3
792,227,Cancelled,2017-06-26,2017-07-03,2017-06-27,1,6
793,1337,Shipped,2017-06-27,2017-07-03,2017-07-04,1,10
794,949,Processing,2017-06-27,2017-07-02,2017-06-28,2,1
795,1326,Completed,2017-06-28,2017-07-12,2017-07-02,2,6
796,460,Completed,2017-06-28,2017-07-04,2017-07-01,3,3
797,1425,Shipped,2017-06-29,2017-07-09,2017-07-03,1,4
798,551,Completed,2017-06-29,2017-07-11,2017-07-02,1,9
799,393,Shipped,2017-06-29,2017-07-06,2017-07-07,3,3
800,845,Completed,2017-06-30,2017-07-13,2017-07-01,1,1
801,1231,Completed,2017-07-03,2017-07-16,2017-07-16,3,3
802,210,Shipped,2017-07-03,2017-07-09,2017-07-05,3,7
803,1139,Pending,2017-07-04,2017-07-16,2017-07-07,1,7
804,646,Completed,2017-07-04,2017-07-18,2017-07-17,2,5
805,1275,Completed,2017-07-04,2017-07-13,2017-07-05,2,1
806,219,Completed,2017-07-04,2017-07-12,2017-07-06,2,8
807,407,Processing,2017-07-05,2017-07-19,2017-07-08,2,10
808,1378,Completed,2017-07-07,2017-07-16,2017-07-08,1,8
809,888,Shipped,2017-07-07,2017-07-15,2017-07-08,3,10
810,558,Shipped,2017-07-09,2017-07-21,2017-07-13,3,10
811,550,Completed,2017-07-09,2017-07-17,2017-07-22,1,10
812,142,Processing,2017-07-09,2017-07-23,2017-07-23,2,2
813,612,Completed,2017-07-10,2017-07-20,2017-07-11,3,10
814,501,Completed,2017-07-13,2017-07-19,2017-07-24,1,3
815,840,Cancelled,2017-07-13,2017-07-22,2017-07-22,1,4
816,702,Completed,2017-07-14,2017-07-24,2017-07-28,2,1
817,596,Completed,2017-07-14,2017-07-23,2017-07-15,1,4
818,281,Completed,2017-07-15,2017-07-21,2017-07-16,3,5
819,424,Completed,2017-07-16,2017-07-27,2017-07-18,3,3
820,856,Completed,2017-07-17,2017-07-25,2017-07-21,1,10
821,270,Processing,2017-07-17,2017-07-29,2017-07-22,3,2
822,154,Pending,2017-07-18,2017-07-29,2017-07-26,1,6
823,614,Pending,2017-07-19,2017-07-30,2017-07-20,3,8
824,662,Completed,2017-07-20,2017-08-02,2017-07-21,2,7
825,83,Completed,2017-07-21,2017-07-26,,3,1
826,947,Completed,2017-07-22,2017-08-05,2017-07-31,2,4
827,899,Completed,2017-07-22,2017-08-01,2017-07-30,2,3
828,1299,Completed,2017-07-22,2017-08-01,2017-08-03,1,6
829,284,Completed,2017-07-22,2017-08-01,2017-08-02,2,9
830,980,Completed,2017-07-22,2017-08-01,2017-07-26,3,9
831,173,Completed,2017-07-23,2017-08-06,,3,7
832,1351,Shipped,2017-07-23,2017-08-03,,2,9
833,1087,Shipped,2017-07-23,2017-08-06,2017-07-25,1,8
834,1097,Pending,2017-07-23,2017-08-02,2017-07-24,2,5
835,763,Shipped,2017-07-25,2017-07-30,2017-07-26,3,9
836,1399,Processing,2017-07-26,2017-08-02,2017-07-27,3,7
837,633,Completed,2017-07-26,2017-08-01,2017-07-28,2,5
838,787,Completed,2017-07-26,2017-08-05,2017-07-28,2,8
839,943,Processing,2017-07-28,2017-08-09,2017-08-13,2,7
840,1012,Processing,2017-07-28,2017-08-04,2017-07-29,3,9
841,398,Pending,2017-07-28,2017-08-11,2017-08-07,3,10
842,1144,Processing,2017-07-29,2017-08-10,2017-07-30,3,1
843,934,Completed,2017-07-29,2017-08-10,2017-08-02,1,9
844,676,Processing,2017-07-30,2017-08-08,2017-07-31,3,7
845,936,Shipped,2017-07-31,2017-08-12,2017-08-04,3,1
846,465,Completed,2017-08-02,2017-08-12,2017-08-05,1,1
847,286,Processing,2017-08-02,2017-08-11,2017-08-03,1,5
