UNIQUE_CARRIER, Description, QUARTER,Sum(CURR_LIABILITIES),Year
G4,Allegiant Air,2,368570.0,2015
G4,Allegiant Air,3,356328.0,2015
G4,Allegiant Air,4,352235.0,2015
G7,GoJet Airlines LLC d/b/a United Express,1,33169.0,2015
G7,GoJet Airlines LLC d/b/a United Express,2,39686.0,2015
G7,GoJet Airlines LLC d/b/a United Express,3,48955.0,2015
G7,GoJet Airlines LLC d/b/a United Express,4,47543.0,2015
GFQ,Gulf And Caribbean Cargo,1,23456.0,2015
GFQ,Gulf And Caribbean Cargo,2,24107.0,2015
GFQ,Gulf And Caribbean Cargo,3,25249.0,2015
GFQ,Gulf And Caribbean Cargo,4,22839.0,2015
GL,Miami Air International,1,14839.0,2015
GL,Miami Air International,2,16342.0,2015
GL,Miami Air International,3,16384.0,2015
GL,Miami Air International,4,18002.0,2015
HA,Hawaiian Airlines Inc.,1,842014.0,2015
HA,Hawaiian Airlines Inc.,2,861887.0,2015
HA,Hawaiian Airlines Inc.,3,812207.0,2015
HA,Hawaiian Airlines Inc.,4,764069.0,2015
KAQ,Kalitta Air LLC,1,66685.0,2015
KAQ,Kalitta Air LLC,2,59637.0,2015
KAQ,Kalitta Air LLC,3,59370.0,2015
KAQ,Kalitta Air LLC,4,60429.0,2015
KD,Western Global,1,2219.0,2015
KD,Western Global,2,2171.0,2015
KD,Western Global,3,2260.0,2015
KD,Western Global,4,5921.0,2015
KH,Aloha Air Cargo,1,23145.0,2015
KH,Aloha Air Cargo,2,24956.0,2015
KH,Aloha Air Cargo,3,28206.0,2015
KH,Aloha Air Cargo,4,23832.0,2015
KLQ,Kalitta Charters II,1,2364.0,2015
KLQ,Kalitta Charters II,2,3086.0,2015
KLQ,Kalitta Charters II,3,2595.0,2015
KLQ,Kalitta Charters II,4,1646.0,2015
L2,Lynden Air Cargo Airlines,1,5096.0,2015
L2,Lynden Air Cargo Airlines,2,5046.0,2015
L2,Lynden Air Cargo Airlines,3,5668.0,2015
L2,Lynden Air Cargo Airlines,4,7463.0,2015
M6,Amerijet International,1,52645.0,2015
M6,Amerijet International,2,55793.0,2015
M6,Amerijet International,3,49287.0,2015
M6,Amerijet International,4,65920.0,2015
MQ,Envoy Air,1,91479.0,2015
MQ,Envoy Air,2,90377.0,2015
MQ,Envoy Air,3,91980.0,2015
MQ,Envoy Air,4,86211.0,2015
N8,National Air Cargo Group Inc d/ba National Airlines,1,46934.0,2015
N8,National Air Cargo Group Inc d/ba National Airlines,2,49269.0,2015
N8,National Air Cargo Group Inc d/ba National Airlines,3,37036.0,2015
N8,National Air Cargo Group Inc d/ba National Airlines,4,21023.0,2015
NC,Northern Air Cargo Inc.,1,5813.0,2015
NC,Northern Air Cargo Inc.,2,10008.0,2015
NC,Northern Air Cargo Inc.,3,10125.0,2015
NC,Northern Air Cargo Inc.,4,7640.0,2015
NK,Spirit Air Lines,1,495631.0,2015
NK,Spirit Air Lines,2,530742.0,2015
NK,Spirit Air Lines,3,468942.0,2015
NK,Spirit Air Lines,4,468457.0,2015
OH,PSA Airlines Inc.,1,151371.0,2015
OH,PSA Airlines Inc.,2,160577.0,2015
OH,PSA Airlines Inc.,3,136344.0,2015
OH,PSA Airlines Inc.,4,141535.0,2015
OO,SkyWest Airlines Inc.,1,544616.0,2015
OO,SkyWest Airlines Inc.,2,581464.0,2015
OO,SkyWest Airlines Inc.,3,597643.0,2015
OO,SkyWest Airlines Inc.,4,540156.0,2015
PFQ,Asia Pacific,1,3382.0,2015
PFQ,Asia Pacific,2,3719.0,2015
PFQ,Asia Pacific,3,3758.0,2015
PFQ,Asia Pacific,4,4447.0,2015
PO,Polar Air Cargo Airways,1,92443.0,2015
PO,Polar Air Cargo Airways,2,117514.0,2015
PO,Polar Air Cargo Airways,3,88115.0,2015
PO,Polar Air Cargo Airways,4,62480.0,2015
PRQ,Florida West Airlines Inc.,1,752.0,2015
PRQ,Florida West Airlines Inc.,2,779.0,2015
PRQ,Florida West Airlines Inc.,3,1480.0,2015
PRQ,Florida West Airlines Inc.,4,3611.0,2015
QX,Horizon Air,1,214261.0,2015
QX,Horizon Air,2,161530.0,2015
QX,Horizon Air,3,150765.0,2015
QX,Horizon Air,4,135137.0,2015
S5,Shuttle America Corp.,1,124902.0,2015
S5,Shuttle America Corp.,2,207505.0,2015
S5,Shuttle America Corp.,3,195704.0,2015
S5,Shuttle America Corp.,4,709002.0,2015
SY,Sun Country Airlines d/b/a MN Airlines,1,111380.0,2015
SY,Sun Country Airlines d/b/a MN Airlines,2,117145.0,2015
SY,Sun Country Airlines d/b/a MN Airlines,3,117391.0,2015
SY,Sun Country Airlines d/b/a MN Airlines,4,149854.0,2015
U7,USA Jet Airlines Inc.,1,39270.0,2015
U7,USA Jet Airlines Inc.,2,45734.0,2015
U7,USA Jet Airlines Inc.,3,45895.0,2015
U7,USA Jet Airlines Inc.,4,52099.0,2015
UA,United Air Lines Inc.,1,13973478.0,2015
UA,United Air Lines Inc.,2,13814533.0,2015
UA,United Air Lines Inc.,3,13492787.0,2015
UA,United Air Lines Inc.,4,12416619.0,2015
US,US Airways Inc.,1,4902910.0,2015
US,US Airways Inc.,2,4859985.0,2015
US,US Airways Inc.,3,,2015
US,US Airways Inc.,4,,2015
VX,Virgin America,1,417080.0,2015
VX,Virgin America,2,437141.0,2015
VX,Virgin America,3,435676.0,2015
VX,Virgin America,4,417434.0,2015
WE,Centurion Cargo Inc.,1,66703.0,2015
WE,Centurion Cargo Inc.,2,60805.0,2015
WE,Centurion Cargo Inc.,3,76355.0,2015
WE,Centurion Cargo Inc.,4,72086.0,2015
WI,Sky Lease Cargo,1,11631.0,2015
WI,Sky Lease Cargo,2,10797.0,2015
WI,Sky Lease Cargo,3,18453.0,2015
WI,Sky Lease Cargo,4,17520.0,2015
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,8305.0,2015
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,8418.0,2015
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,8342.0,2015
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,,2015
WN,Southwest Airlines Co.,1,6903082.0,2015
WN,Southwest Airlines Co.,2,6875617.0,2015
WN,Southwest Airlines Co.,3,7083688.0,2015
WN,Southwest Airlines Co.,4,7406326.0,2015
WP,Island Air Hawaii,1,10212.0,2015
WP,Island Air Hawaii,2,8628.0,2015
WP,Island Air Hawaii,3,7176.0,2015
WP,Island Air Hawaii,4,8970.0,2015
X9,Omni Air International LLC,1,27076.0,2015
X9,Omni Air International LLC,2,34764.0,2015
X9,Omni Air International LLC,3,37887.0,2015
X9,Omni Air International LLC,4,32066.0,2015
XP,TEM Enterprises dba  Avelo Airlines,1,7767.0,2015
XP,TEM Enterprises dba  Avelo Airlines,2,9280.0,2015
XP,TEM Enterprises dba  Avelo Airlines,3,9620.0,2015
XP,TEM Enterprises dba  Avelo Airlines,4,19783.0,2015
YV,Mesa Airlines Inc.,1,11930.0,2015
YV,Mesa Airlines Inc.,2,22715.0,2015
YV,Mesa Airlines Inc.,3,33370.0,2015
YV,Mesa Airlines Inc.,4,55630.0,2015
YX,Republic Airline,1,255709.0,2015
YX,Republic Airline,2,254397.0,2015
YX,Republic Airline,3,339708.0,2015
YX,Republic Airline,4,1935938.0,2015
ZW,Air Wisconsin Airlines Corp,1,165158.0,2015
ZW,Air Wisconsin Airlines Corp,2,175886.0,2015
ZW,Air Wisconsin Airlines Corp,3,98451.0,2015
ZW,Air Wisconsin Airlines Corp,4,110804.0,2015
All Rows,All Rows (including those not displayed),1,70629928.0,2015
All Rows,All Rows (including those not displayed),2,70884432.0,2015
All Rows,All Rows (including those not displayed),3,67367355.0,2015
All Rows,All Rows (including those not displayed),4,67640146.0,2015
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,8910.0,2016
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,8591.0,2016
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,8591.0,2016
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,13662.0,2016
0WQ,Avjet Corporation,1,9362.0,2016
0WQ,Avjet Corporation,2,10724.0,2016
0WQ,Avjet Corporation,3,11360.0,2016
0WQ,Avjet Corporation,4,12423.0,2016
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,28460.0,2016
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,23226.0,2016
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,19974.0,2016
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,22496.0,2016
27Q,"Jet Aviation Flight Services, Inc.",1,45453.0,2016
27Q,"Jet Aviation Flight Services, Inc.",2,43889.0,2016
27Q,"Jet Aviation Flight Services, Inc.",3,46083.0,2016
27Q,"Jet Aviation Flight Services, Inc.",4,47412.0,2016
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,3556.0,2016
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,3618.0,2016
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,4413.0,2016
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,3802.0,2016
5X,United Parcel Service,1,682666.0,2016
5X,United Parcel Service,2,697991.0,2016
5X,United Parcel Service,3,666382.0,2016
5X,United Parcel Service,4,687572.0,2016
5Y,Atlas Air Inc.,1,318705.0,2016
5Y,Atlas Air Inc.,2,307845.0,2016
5Y,Atlas Air Inc.,3,323910.0,2016
5Y,Atlas Air Inc.,4,339789.0,2016
8C,Air Transport International,1,21111.0,2016
8C,Air Transport International,2,16611.0,2016
8C,Air Transport International,3,23492.0,2016
8C,Air Transport International,4,24477.0,2016
9E,Endeavor Air Inc.,1,99540.0,2016
9E,Endeavor Air Inc.,2,107749.0,2016
9E,Endeavor Air Inc.,3,102359.0,2016
9E,Endeavor Air Inc.,4,109418.0,2016
9S,Southern Air Inc.,1,309855.0,2016
9S,Southern Air Inc.,2,21153.0,2016
9S,Southern Air Inc.,3,15067.0,2016
9S,Southern Air Inc.,4,29017.0,2016
AA,American Airlines Inc.,1,14963594.0,2016
AA,American Airlines Inc.,2,14641703.0,2016
AA,American Airlines Inc.,3,14321369.0,2016
AA,American Airlines Inc.,4,13671663.0,2016
ABX,ABX Air Inc,1,63455.0,2016
ABX,ABX Air Inc,2,72125.0,2016
ABX,ABX Air Inc,3,71533.0,2016
ABX,ABX Air Inc,4,62617.0,2016
AS,Alaska Airlines Inc.,1,2829481.0,2016
AS,Alaska Airlines Inc.,2,2866660.0,2016
AS,Alaska Airlines Inc.,3,2925164.0,2016
AS,Alaska Airlines Inc.,4,3555424.0,2016
B6,JetBlue Airways,1,2474365.0,2016
B6,JetBlue Airways,2,2613046.0,2016
B6,JetBlue Airways,3,2504683.0,2016
B6,JetBlue Airways,4,2222743.0,2016
CP (2),Compass Airlines,1,22676.0,2016
CP (2),Compass Airlines,2,22762.0,2016
CP (2),Compass Airlines,3,28775.0,2016
CP (2),Compass Airlines,4,36494.0,2016
DL,Delta Air Lines Inc.,1,18115140.0,2016
DL,Delta Air Lines Inc.,2,16257250.0,2016
DL,Delta Air Lines Inc.,3,15168665.0,2016
DL,Delta Air Lines Inc.,4,15236537.0,2016
EE,Eastern Airlines Group Inc.,1,9552.0,2016
EE,Eastern Airlines Group Inc.,2,11926.0,2016
EE,Eastern Airlines Group Inc.,3,14596.0,2016
EE,Eastern Airlines Group Inc.,4,14361.0,2016
EV,ExpressJet Airlines LLC d/b/a aha!,1,397522.0,2016
EV,ExpressJet Airlines LLC d/b/a aha!,2,5950.0,2016
EV,ExpressJet Airlines LLC d/b/a aha!,3,359592.0,2016
EV,ExpressJet Airlines LLC d/b/a aha!,4,359592.0,2016
F9,Frontier Airlines Inc.,1,550224.0,2016
F9,Frontier Airlines Inc.,2,608577.0,2016
F9,Frontier Airlines Inc.,3,573384.0,2016
F9,Frontier Airlines Inc.,4,552794.0,2016
FX,Federal Express Corporation,1,3343648.0,2016
FX,Federal Express Corporation,2,9912392.0,2016
FX,Federal Express Corporation,3,9807782.0,2016
FX,Federal Express Corporation,4,9670950.0,2016
G4,Allegiant Air,1,400807.0,2016
G4,Allegiant Air,2,415541.0,2016
G4,Allegiant Air,3,447352.0,2016
G4,Allegiant Air,4,374847.0,2016
G7,GoJet Airlines LLC d/b/a United Express,1,56573.0,2016
G7,GoJet Airlines LLC d/b/a United Express,2,66200.0,2016
G7,GoJet Airlines LLC d/b/a United Express,3,69145.0,2016
G7,GoJet Airlines LLC d/b/a United Express,4,76883.0,2016
GFQ,Gulf And Caribbean Cargo,1,24085.0,2016
GFQ,Gulf And Caribbean Cargo,2,26840.0,2016
GFQ,Gulf And Caribbean Cargo,3,28418.0,2016
GFQ,Gulf And Caribbean Cargo,4,26555.0,2016
GL,Miami Air International,1,16258.0,2016
GL,Miami Air International,2,13995.0,2016
GL,Miami Air International,3,19849.0,2016
GL,Miami Air International,4,20635.0,2016
HA,Hawaiian Airlines Inc.,1,848570.0,2016
HA,Hawaiian Airlines Inc.,2,846148.0,2016
HA,Hawaiian Airlines Inc.,3,824737.0,2016
HA,Hawaiian Airlines Inc.,4,819807.0,2016
KAQ,Kalitta Air LLC,1,56230.0,2016
KAQ,Kalitta Air LLC,2,59509.0,2016
KAQ,Kalitta Air LLC,3,63342.0,2016
KAQ,Kalitta Air LLC,4,88753.0,2016
KD,Western Global,1,7767.0,2016
KD,Western Global,2,10502.0,2016
KD,Western Global,3,,2016
KD,Western Global,4,13675.0,2016
KH,Aloha Air Cargo,1,23573.0,2016
KH,Aloha Air Cargo,2,22776.0,2016
KH,Aloha Air Cargo,3,26479.0,2016
KH,Aloha Air Cargo,4,32802.0,2016
KLQ,Kalitta Charters II,1,1909.0,2016
KLQ,Kalitta Charters II,2,3335.0,2016
KLQ,Kalitta Charters II,3,3348.0,2016
KLQ,Kalitta Charters II,4,5764.0,2016
L2,Lynden Air Cargo Airlines,1,3336.0,2016
L2,Lynden Air Cargo Airlines,2,5269.0,2016
L2,Lynden Air Cargo Airlines,3,5958.0,2016
L2,Lynden Air Cargo Airlines,4,8050.0,2016
M6,Amerijet International,1,57712.0,2016
M6,Amerijet International,2,53958.0,2016
M6,Amerijet International,3,93947.0,2016
M6,Amerijet International,4,93980.0,2016
MQ,Envoy Air,1,92129.0,2016
MQ,Envoy Air,2,94764.0,2016
MQ,Envoy Air,3,93455.0,2016
MQ,Envoy Air,4,92218.0,2016
N8,National Air Cargo Group Inc d/ba National Airlines,1,18821.0,2016
N8,National Air Cargo Group Inc d/ba National Airlines,2,15066.0,2016
N8,National Air Cargo Group Inc d/ba National Airlines,3,13999.0,2016
N8,National Air Cargo Group Inc d/ba National Airlines,4,19263.0,2016
NC,Northern Air Cargo Inc.,1,6154.0,2016
NC,Northern Air Cargo Inc.,2,-32627.0,2016
NC,Northern Air Cargo Inc.,3,-32922.0,2016
NC,Northern Air Cargo Inc.,4,-32057.0,2016
NK,Spirit Air Lines,1,570224.0,2016
NK,Spirit Air Lines,2,610546.0,2016
NK,Spirit Air Lines,3,574769.0,2016
NK,Spirit Air Lines,4,536896.0,2016
OH,PSA Airlines Inc.,1,154422.0,2016
OH,PSA Airlines Inc.,2,293459.0,2016
OH,PSA Airlines Inc.,3,141967.0,2016
OH,PSA Airlines Inc.,4,141842.0,2016
OO,SkyWest Airlines Inc.,1,540342.0,2016
OO,SkyWest Airlines Inc.,2,579125.0,2016
OO,SkyWest Airlines Inc.,3,534372.0,2016
OO,SkyWest Airlines Inc.,4,417549.0,2016
PFQ,Asia Pacific,1,3696.0,2016
PFQ,Asia Pacific,2,3943.0,2016
PFQ,Asia Pacific,3,4357.0,2016
PFQ,Asia Pacific,4,4952.0,2016
PO,Polar Air Cargo Airways,1,67148.0,2016
PO,Polar Air Cargo Airways,2,60330.0,2016
PO,Polar Air Cargo Airways,3,76292.0,2016
PO,Polar Air Cargo Airways,4,72352.0,2016
PRQ,Florida West Airlines Inc.,1,3557.0,2016
PRQ,Florida West Airlines Inc.,2,2115.0,2016
PRQ,Florida West Airlines Inc.,3,337.0,2016
PRQ,Florida West Airlines Inc.,4,255.0,2016
QX,Horizon Air,1,167179.0,2016
QX,Horizon Air,2,176649.0,2016
QX,Horizon Air,3,175043.0,2016
QX,Horizon Air,4,178756.0,2016
S5,Shuttle America Corp.,1,538108.0,2016
S5,Shuttle America Corp.,2,149815.0,2016
S5,Shuttle America Corp.,3,100682.0,2016
S5,Shuttle America Corp.,4,89569.0,2016
SY,Sun Country Airlines d/b/a MN Airlines,1,121029.0,2016
SY,Sun Country Airlines d/b/a MN Airlines,2,116192.0,2016
SY,Sun Country Airlines d/b/a MN Airlines,3,127622.0,2016
SY,Sun Country Airlines d/b/a MN Airlines,4,152994.0,2016
U7,USA Jet Airlines Inc.,1,53670.0,2016
U7,USA Jet Airlines Inc.,2,53754.0,2016
U7,USA Jet Airlines Inc.,3,92268.0,2016
U7,USA Jet Airlines Inc.,4,85313.0,2016
UA,United Air Lines Inc.,1,13384034.0,2016
UA,United Air Lines Inc.,2,13987309.0,2016
UA,United Air Lines Inc.,3,13257270.0,2016
UA,United Air Lines Inc.,4,12290691.0,2016
VX,Virgin America,1,472976.0,2016
VX,Virgin America,2,489270.0,2016
VX,Virgin America,3,431938.0,2016
VX,Virgin America,4,572913.0,2016
WE,Centurion Cargo Inc.,1,69956.0,2016
WE,Centurion Cargo Inc.,2,68711.0,2016
WE,Centurion Cargo Inc.,3,89385.0,2016
WE,Centurion Cargo Inc.,4,,2016
WI,Sky Lease Cargo,1,18950.0,2016
WI,Sky Lease Cargo,2,19800.0,2016
WI,Sky Lease Cargo,3,17029.0,2016
WI,Sky Lease Cargo,4,22250.0,2016
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,,2016
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,8387.0,2016
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,8189.0,2016
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,8955.0,2016
WN,Southwest Airlines Co.,1,8253010.0,2016
WN,Southwest Airlines Co.,2,7833511.0,2016
WN,Southwest Airlines Co.,3,7816179.0,2016
WN,Southwest Airlines Co.,4,6843350.0,2016
WP,Island Air Hawaii,1,6938.0,2016
WP,Island Air Hawaii,2,9724.0,2016
WP,Island Air Hawaii,3,12134.0,2016
WP,Island Air Hawaii,4,12921.0,2016
X9,Omni Air International LLC,1,41750.0,2016
X9,Omni Air International LLC,2,39321.0,2016
X9,Omni Air International LLC,3,41833.0,2016
X9,Omni Air International LLC,4,39232.0,2016
XP,TEM Enterprises dba  Avelo Airlines,1,17616.0,2016
XP,TEM Enterprises dba  Avelo Airlines,2,19465.0,2016
XP,TEM Enterprises dba  Avelo Airlines,3,24469.0,2016
XP,TEM Enterprises dba  Avelo Airlines,4,22609.0,2016
YV,Mesa Airlines Inc.,1,63879.0,2016
YV,Mesa Airlines Inc.,2,77573.0,2016
YV,Mesa Airlines Inc.,3,97103.0,2016
YV,Mesa Airlines Inc.,4,128633.0,2016
YX,Republic Airline,1,1830738.0,2016
YX,Republic Airline,2,466061.0,2016
YX,Republic Airline,3,457969.0,2016
YX,Republic Airline,4,478141.0,2016
ZW,Air Wisconsin Airlines Corp,1,90433.0,2016
ZW,Air Wisconsin Airlines Corp,2,58797.0,2016
ZW,Air Wisconsin Airlines Corp,3,41568.0,2016
ZW,Air Wisconsin Airlines Corp,4,40213.0,2016
All Rows,All Rows (including those not displayed),1,72380855.0,2016
All Rows,All Rows (including those not displayed),2,74978921.0,2016
All Rows,All Rows (including those not displayed),3,72777058.0,2016
All Rows,All Rows (including those not displayed),4,70454806.0,2016
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,16472.0,2017
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,14931.0,2017
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,19779.0,2017
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,23331.0,2017
0WQ,Avjet Corporation,1,14933.0,2017
0WQ,Avjet Corporation,2,15623.0,2017
0WQ,Avjet Corporation,3,15623.0,2017
0WQ,Avjet Corporation,4,16983.0,2017
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,25122.0,2017
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,37272.0,2017
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,84320.0,2017
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,87160.0,2017
23Q,Songbird Airways Inc.,1,2699.0,2017
23Q,Songbird Airways Inc.,2,1724.0,2017
23Q,Songbird Airways Inc.,3,1735.0,2017
23Q,Songbird Airways Inc.,4,,2017
27Q,"Jet Aviation Flight Services, Inc.",1,56794.0,2017
27Q,"Jet Aviation Flight Services, Inc.",2,56090.0,2017
27Q,"Jet Aviation Flight Services, Inc.",3,58058.0,2017
27Q,"Jet Aviation Flight Services, Inc.",4,51492.0,2017
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,5016.0,2017
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,5030.0,2017
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,4380.0,2017
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,3811.0,2017
5X,United Parcel Service,1,597986.0,2017
5X,United Parcel Service,2,561350.0,2017
5X,United Parcel Service,3,613901.0,2017
5X,United Parcel Service,4,646952.0,2017
5Y,Atlas Air Inc.,1,405388.0,2017
5Y,Atlas Air Inc.,2,458836.0,2017
5Y,Atlas Air Inc.,3,482660.0,2017
5Y,Atlas Air Inc.,4,497922.0,2017
8C,Air Transport International,1,25702.0,2017
8C,Air Transport International,2,23818.0,2017
8C,Air Transport International,3,27100.0,2017
8C,Air Transport International,4,33445.0,2017
9E,Endeavor Air Inc.,1,112501.0,2017
9E,Endeavor Air Inc.,2,114823.0,2017
9E,Endeavor Air Inc.,3,111622.0,2017
9E,Endeavor Air Inc.,4,132726.0,2017
9S,Southern Air Inc.,1,11106.0,2017
9S,Southern Air Inc.,2,13587.0,2017
9S,Southern Air Inc.,3,13079.0,2017
9S,Southern Air Inc.,4,6848.0,2017
AA,American Airlines Inc.,1,15049457.0,2017
AA,American Airlines Inc.,2,15430059.0,2017
AA,American Airlines Inc.,3,14594638.0,2017
AA,American Airlines Inc.,4,14273369.0,2017
ABX,ABX Air Inc,1,62617.0,2017
ABX,ABX Air Inc,2,53169.0,2017
ABX,ABX Air Inc,3,53192.0,2017
ABX,ABX Air Inc,4,52296.0,2017
AS,Alaska Airlines Inc.,1,3867512.0,2017
AS,Alaska Airlines Inc.,2,3964993.0,2017
AS,Alaska Airlines Inc.,3,3827790.0,2017
AS,Alaska Airlines Inc.,4,4130982.0,2017
B6,JetBlue Airways,1,2421664.0,2017
B6,JetBlue Airways,2,2498573.0,2017
B6,JetBlue Airways,3,2350905.0,2017
B6,JetBlue Airways,4,2395600.0,2017
CP (2),Compass Airlines,1,28746.0,2017
CP (2),Compass Airlines,2,41200.0,2017
CP (2),Compass Airlines,3,37785.0,2017
CP (2),Compass Airlines,4,35264.0,2017
DL,Delta Air Lines Inc.,1,15959235.0,2017
DL,Delta Air Lines Inc.,2,16643851.0,2017
DL,Delta Air Lines Inc.,3,16501977.0,2017
DL,Delta Air Lines Inc.,4,18556390.0,2017
EE,Eastern Airlines Group Inc.,1,18051.0,2017
EE,Eastern Airlines Group Inc.,2,10546.0,2017
EE,Eastern Airlines Group Inc.,3,7227.0,2017
EE,Eastern Airlines Group Inc.,4,,2017
EV,ExpressJet Airlines LLC d/b/a aha!,1,252077.0,2017
EV,ExpressJet Airlines LLC d/b/a aha!,2,237433.0,2017
EV,ExpressJet Airlines LLC d/b/a aha!,3,225005.0,2017
EV,ExpressJet Airlines LLC d/b/a aha!,4,155805.0,2017
F9,Frontier Airlines Inc.,1,661477.0,2017
F9,Frontier Airlines Inc.,2,650827.0,2017
F9,Frontier Airlines Inc.,3,641829.0,2017
F9,Frontier Airlines Inc.,4,687050.0,2017
FX,Federal Express Corporation,1,9760922.0,2017
FX,Federal Express Corporation,2,10038383.0,2017
FX,Federal Express Corporation,3,10630441.0,2017
FX,Federal Express Corporation,4,11018631.0,2017
G4,Allegiant Air,1,428433.0,2017
G4,Allegiant Air,2,443459.0,2017
G4,Allegiant Air,3,481140.0,2017
G4,Allegiant Air,4,523758.0,2017
G7,GoJet Airlines LLC d/b/a United Express,1,83534.0,2017
G7,GoJet Airlines LLC d/b/a United Express,2,87408.0,2017
G7,GoJet Airlines LLC d/b/a United Express,3,89911.0,2017
G7,GoJet Airlines LLC d/b/a United Express,4,91723.0,2017
GFQ,Gulf And Caribbean Cargo,1,26519.0,2017
GFQ,Gulf And Caribbean Cargo,2,27794.0,2017
GFQ,Gulf And Caribbean Cargo,3,28592.0,2017
GFQ,Gulf And Caribbean Cargo,4,28864.0,2017
GL,Miami Air International,1,16802.0,2017
GL,Miami Air International,2,14484.0,2017
GL,Miami Air International,3,19694.0,2017
GL,Miami Air International,4,19281.0,2017
HA,Hawaiian Airlines Inc.,1,958101.0,2017
HA,Hawaiian Airlines Inc.,2,949871.0,2017
HA,Hawaiian Airlines Inc.,3,903060.0,2017
HA,Hawaiian Airlines Inc.,4,884824.0,2017
KAQ,Kalitta Air LLC,1,76471.0,2017
KAQ,Kalitta Air LLC,2,89611.0,2017
KAQ,Kalitta Air LLC,3,106602.0,2017
KAQ,Kalitta Air LLC,4,148231.0,2017
KD,Western Global,1,9403.0,2017
KD,Western Global,2,11522.0,2017
KD,Western Global,3,-18055.0,2017
KD,Western Global,4,24472.0,2017
KH,Aloha Air Cargo,1,29474.0,2017
KH,Aloha Air Cargo,2,29256.0,2017
KH,Aloha Air Cargo,3,27164.0,2017
KH,Aloha Air Cargo,4,27125.0,2017
KLQ,Kalitta Charters II,1,2574.0,2017
KLQ,Kalitta Charters II,2,3802.0,2017
KLQ,Kalitta Charters II,3,8437.0,2017
KLQ,Kalitta Charters II,4,7693.0,2017
L2,Lynden Air Cargo Airlines,1,8647.0,2017
L2,Lynden Air Cargo Airlines,2,6173.0,2017
L2,Lynden Air Cargo Airlines,3,8549.0,2017
L2,Lynden Air Cargo Airlines,4,7061.0,2017
M6,Amerijet International,1,88613.0,2017
M6,Amerijet International,2,90770.0,2017
M6,Amerijet International,3,96800.0,2017
M6,Amerijet International,4,103704.0,2017
MQ,Envoy Air,1,99380.0,2017
MQ,Envoy Air,2,99380.0,2017
MQ,Envoy Air,3,99380.0,2017
MQ,Envoy Air,4,99380.0,2017
N8,National Air Cargo Group Inc d/ba National Airlines,1,17480.0,2017
N8,National Air Cargo Group Inc d/ba National Airlines,2,10892.0,2017
N8,National Air Cargo Group Inc d/ba National Airlines,3,2913.0,2017
N8,National Air Cargo Group Inc d/ba National Airlines,4,7160.0,2017
NC,Northern Air Cargo Inc.,1,-31739.0,2017
NC,Northern Air Cargo Inc.,2,-28609.0,2017
NC,Northern Air Cargo Inc.,3,-27980.0,2017
NC,Northern Air Cargo Inc.,4,-27673.0,2017
NK,Spirit Air Lines,1,677030.0,2017
NK,Spirit Air Lines,2,690775.0,2017
NK,Spirit Air Lines,3,668165.0,2017
NK,Spirit Air Lines,4,655491.0,2017
