UNIQUE_CARRIER, Description, QUARTER,Sum(CURR_ASSETS),Year
G4,Allegiant Air,1,646489.0,2015
G4,Allegiant Air,2,696958.0,2015
G4,Allegiant Air,3,757956.0,2015
G4,Allegiant Air,4,792214.0,2015
G7,GoJet Airlines LLC d/b/a United Express,1,20543.0,2015
G7,GoJet Airlines LLC d/b/a United Express,2,20343.0,2015
G7,GoJet Airlines LLC d/b/a United Express,3,22674.0,2015
G7,GoJet Airlines LLC d/b/a United Express,4,17764.0,2015
GFQ,Gulf And Caribbean Cargo,1,15948.0,2015
GFQ,Gulf And Caribbean Cargo,2,17398.0,2015
GFQ,Gulf And Caribbean Cargo,3,19877.0,2015
GFQ,Gulf And Caribbean Cargo,4,15048.0,2015
GL,Miami Air International,1,18741.0,2015
GL,Miami Air International,2,18852.0,2015
GL,Miami Air International,3,17277.0,2015
GL,Miami Air International,4,17283.0,2015
HA,Hawaiian Airlines Inc.,1,607784.0,2015
HA,Hawaiian Airlines Inc.,2,725627.0,2015
HA,Hawaiian Airlines Inc.,3,717613.0,2015
HA,Hawaiian Airlines Inc.,4,662311.0,2015
KAQ,Kalitta Air LLC,1,122184.0,2015
KAQ,Kalitta Air LLC,2,120796.0,2015
KAQ,Kalitta Air LLC,3,117605.0,2015
KAQ,Kalitta Air LLC,4,133414.0,2015
KD,Western Global,1,3086.0,2015
KD,Western Global,2,3750.0,2015
KD,Western Global,3,3429.0,2015
KD,Western Global,4,8826.0,2015
KH,Aloha Air Cargo,1,14522.0,2015
KH,Aloha Air Cargo,2,11818.0,2015
KH,Aloha Air Cargo,3,11398.0,2015
KH,Aloha Air Cargo,4,13302.0,2015
KLQ,Kalitta Charters II,1,21673.0,2015
KLQ,Kalitta Charters II,2,13146.0,2015
KLQ,Kalitta Charters II,3,12626.0,2015
KLQ,Kalitta Charters II,4,15678.0,2015
L2,Lynden Air Cargo Airlines,1,7055.0,2015
L2,Lynden Air Cargo Airlines,2,9981.0,2015
L2,Lynden Air Cargo Airlines,3,8587.0,2015
L2,Lynden Air Cargo Airlines,4,10022.0,2015
M6,Amerijet International,1,76883.0,2015
M6,Amerijet International,2,76510.0,2015
M6,Amerijet International,3,73098.0,2015
M6,Amerijet International,4,96014.0,2015
MQ,Envoy Air,1,179634.0,2015
MQ,Envoy Air,2,183975.0,2015
MQ,Envoy Air,3,142330.0,2015
MQ,Envoy Air,4,109181.0,2015
N8,National Air Cargo Group Inc d/ba National Airlines,1,37826.0,2015
N8,National Air Cargo Group Inc d/ba National Airlines,2,34500.0,2015
N8,National Air Cargo Group Inc d/ba National Airlines,3,19490.0,2015
N8,National Air Cargo Group Inc d/ba National Airlines,4,17845.0,2015
NC,Northern Air Cargo Inc.,1,42877.0,2015
NC,Northern Air Cargo Inc.,2,49716.0,2015
NC,Northern Air Cargo Inc.,3,54618.0,2015
NC,Northern Air Cargo Inc.,4,55811.0,2015
NK,Spirit Air Lines,1,856073.0,2015
NK,Spirit Air Lines,2,871911.0,2015
NK,Spirit Air Lines,3,918572.0,2015
NK,Spirit Air Lines,4,1026341.0,2015
OH,PSA Airlines Inc.,1,66320.0,2015
OH,PSA Airlines Inc.,2,77414.0,2015
OH,PSA Airlines Inc.,3,63405.0,2015
OH,PSA Airlines Inc.,4,81760.0,2015
OO,SkyWest Airlines Inc.,1,1039410.0,2015
OO,SkyWest Airlines Inc.,2,1062334.0,2015
OO,SkyWest Airlines Inc.,3,1106348.0,2015
OO,SkyWest Airlines Inc.,4,786888.0,2015
PFQ,Asia Pacific,1,5556.0,2015
PFQ,Asia Pacific,2,6090.0,2015
PFQ,Asia Pacific,3,5799.0,2015
PFQ,Asia Pacific,4,6797.0,2015
PO,Polar Air Cargo Airways,1,106438.0,2015
PO,Polar Air Cargo Airways,2,131622.0,2015
PO,Polar Air Cargo Airways,3,102280.0,2015
PO,Polar Air Cargo Airways,4,76582.0,2015
PRQ,Florida West Airlines Inc.,1,2836.0,2015
PRQ,Florida West Airlines Inc.,2,1146.0,2015
PRQ,Florida West Airlines Inc.,3,1389.0,2015
PRQ,Florida West Airlines Inc.,4,3116.0,2015
QX,Horizon Air,1,186417.0,2015
QX,Horizon Air,2,176795.0,2015
QX,Horizon Air,3,175670.0,2015
QX,Horizon Air,4,147803.0,2015
S5,Shuttle America Corp.,1,232638.0,2015
S5,Shuttle America Corp.,2,351895.0,2015
S5,Shuttle America Corp.,3,347129.0,2015
S5,Shuttle America Corp.,4,277615.0,2015
SY,Sun Country Airlines d/b/a MN Airlines,1,99210.0,2015
SY,Sun Country Airlines d/b/a MN Airlines,2,95555.0,2015
SY,Sun Country Airlines d/b/a MN Airlines,3,113276.0,2015
SY,Sun Country Airlines d/b/a MN Airlines,4,113883.0,2015
U7,USA Jet Airlines Inc.,1,46564.0,2015
U7,USA Jet Airlines Inc.,2,53835.0,2015
U7,USA Jet Airlines Inc.,3,51269.0,2015
U7,USA Jet Airlines Inc.,4,59539.0,2015
UA,United Air Lines Inc.,1,9550924.0,2015
UA,United Air Lines Inc.,2,8835214.0,2015
UA,United Air Lines Inc.,3,10137040.0,2015
UA,United Air Lines Inc.,4,7868910.0,2015
US,US Airways Inc.,1,6140190.0,2015
US,US Airways Inc.,2,6426406.0,2015
US,US Airways Inc.,3,,2015
US,US Airways Inc.,4,,2015
VX,Virgin America,1,516553.0,2015
VX,Virgin America,2,566052.0,2015
VX,Virgin America,3,590235.0,2015
VX,Virgin America,4,526580.0,2015
WE,Centurion Cargo Inc.,1,34184.0,2015
WE,Centurion Cargo Inc.,2,29986.0,2015
WE,Centurion Cargo Inc.,3,43235.0,2015
WE,Centurion Cargo Inc.,4,30528.0,2015
WI,Sky Lease Cargo,1,17655.0,2015
WI,Sky Lease Cargo,2,17016.0,2015
WI,Sky Lease Cargo,3,19584.0,2015
WI,Sky Lease Cargo,4,17884.0,2015
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,4470.0,2015
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,4258.0,2015
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,3083.0,2015
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,,2015
WN,Southwest Airlines Co.,1,4510924.0,2015
WN,Southwest Airlines Co.,2,4175006.0,2015
WN,Southwest Airlines Co.,3,4108159.0,2015
WN,Southwest Airlines Co.,4,4023781.0,2015
WP,Island Air Hawaii,1,4871.0,2015
WP,Island Air Hawaii,2,11256.0,2015
WP,Island Air Hawaii,3,4838.0,2015
WP,Island Air Hawaii,4,6338.0,2015
X9,Omni Air International LLC,1,63776.0,2015
X9,Omni Air International LLC,2,76084.0,2015
X9,Omni Air International LLC,3,76322.0,2015
X9,Omni Air International LLC,4,40319.0,2015
XP,TEM Enterprises dba  Avelo Airlines,1,4637.0,2015
XP,TEM Enterprises dba  Avelo Airlines,2,6156.0,2015
XP,TEM Enterprises dba  Avelo Airlines,3,7614.0,2015
XP,TEM Enterprises dba  Avelo Airlines,4,10592.0,2015
YV,Mesa Airlines Inc.,1,48512.0,2015
YV,Mesa Airlines Inc.,2,52870.0,2015
YV,Mesa Airlines Inc.,3,54801.0,2015
YV,Mesa Airlines Inc.,4,45214.0,2015
YX,Republic Airline,1,133009.0,2015
YX,Republic Airline,2,163889.0,2015
YX,Republic Airline,3,218691.0,2015
YX,Republic Airline,4,217761.0,2015
ZW,Air Wisconsin Airlines Corp,1,34721.0,2015
ZW,Air Wisconsin Airlines Corp,2,34484.0,2015
ZW,Air Wisconsin Airlines Corp,3,33140.0,2015
ZW,Air Wisconsin Airlines Corp,4,29792.0,2015
All Rows,All Rows (including those not displayed),1,58124280.0,2015
All Rows,All Rows (including those not displayed),2,57237444.0,2015
All Rows,All Rows (including those not displayed),3,58592783.0,2015
All Rows,All Rows (including those not displayed),4,49403695.0,2015
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,12256.0,2016
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,10518.0,2016
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,10518.0,2016
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,14659.0,2016
0WQ,Avjet Corporation,1,16020.0,2016
0WQ,Avjet Corporation,2,8061.0,2016
0WQ,Avjet Corporation,3,9064.0,2016
0WQ,Avjet Corporation,4,10448.0,2016
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,25418.0,2016
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,23032.0,2016
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,17691.0,2016
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,14712.0,2016
27Q,"Jet Aviation Flight Services, Inc.",1,40890.0,2016
27Q,"Jet Aviation Flight Services, Inc.",2,29407.0,2016
27Q,"Jet Aviation Flight Services, Inc.",3,37578.0,2016
27Q,"Jet Aviation Flight Services, Inc.",4,37774.0,2016
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,17058.0,2016
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,15958.0,2016
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,17199.0,2016
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,18209.0,2016
5X,United Parcel Service,1,1199589.0,2016
5X,United Parcel Service,2,1285639.0,2016
5X,United Parcel Service,3,1649677.0,2016
5X,United Parcel Service,4,1539268.0,2016
5Y,Atlas Air Inc.,1,213986.0,2016
5Y,Atlas Air Inc.,2,192380.0,2016
5Y,Atlas Air Inc.,3,161862.0,2016
5Y,Atlas Air Inc.,4,252947.0,2016
8C,Air Transport International,1,12216.0,2016
8C,Air Transport International,2,21043.0,2016
8C,Air Transport International,3,20575.0,2016
8C,Air Transport International,4,26421.0,2016
9E,Endeavor Air Inc.,1,142169.0,2016
9E,Endeavor Air Inc.,2,139686.0,2016
9E,Endeavor Air Inc.,3,124432.0,2016
9E,Endeavor Air Inc.,4,116116.0,2016
9S,Southern Air Inc.,1,289248.0,2016
9S,Southern Air Inc.,2,41478.0,2016
9S,Southern Air Inc.,3,41283.0,2016
9S,Southern Air Inc.,4,27860.0,2016
AA,American Airlines Inc.,1,13553075.0,2016
AA,American Airlines Inc.,2,15824817.0,2016
AA,American Airlines Inc.,3,16461660.0,2016
AA,American Airlines Inc.,4,16418013.0,2016
ABX,ABX Air Inc,1,322353.0,2016
ABX,ABX Air Inc,2,322743.0,2016
ABX,ABX Air Inc,3,311698.0,2016
ABX,ABX Air Inc,4,306071.0,2016
AS,Alaska Airlines Inc.,1,4293077.0,2016
AS,Alaska Airlines Inc.,2,4649964.0,2016
AS,Alaska Airlines Inc.,3,6420306.0,2016
AS,Alaska Airlines Inc.,4,7298832.0,2016
B6,JetBlue Airways,1,1774331.0,2016
B6,JetBlue Airways,2,2077726.0,2016
B6,JetBlue Airways,3,2007808.0,2016
B6,JetBlue Airways,4,1566606.0,2016
CP (2),Compass Airlines,1,45392.0,2016
CP (2),Compass Airlines,2,48112.0,2016
CP (2),Compass Airlines,3,52983.0,2016
CP (2),Compass Airlines,4,59153.0,2016
DL,Delta Air Lines Inc.,1,9270231.0,2016
DL,Delta Air Lines Inc.,2,7613796.0,2016
DL,Delta Air Lines Inc.,3,7328770.0,2016
DL,Delta Air Lines Inc.,4,7441192.0,2016
EE,Eastern Airlines Group Inc.,1,7439.0,2016
EE,Eastern Airlines Group Inc.,2,5492.0,2016
EE,Eastern Airlines Group Inc.,3,6648.0,2016
EE,Eastern Airlines Group Inc.,4,9935.0,2016
EV,ExpressJet Airlines LLC d/b/a aha!,1,368242.0,2016
EV,ExpressJet Airlines LLC d/b/a aha!,2,16868.0,2016
EV,ExpressJet Airlines LLC d/b/a aha!,3,316836.0,2016
EV,ExpressJet Airlines LLC d/b/a aha!,4,316836.0,2016
F9,Frontier Airlines Inc.,1,480221.0,2016
F9,Frontier Airlines Inc.,2,603279.0,2016
F9,Frontier Airlines Inc.,3,666254.0,2016
F9,Frontier Airlines Inc.,4,713951.0,2016
FX,Federal Express Corporation,1,4885431.0,2016
FX,Federal Express Corporation,2,6318927.0,2016
FX,Federal Express Corporation,3,6227184.0,2016
FX,Federal Express Corporation,4,6485175.0,2016
G4,Allegiant Air,1,913118.0,2016
G4,Allegiant Air,2,992723.0,2016
G4,Allegiant Air,3,983490.0,2016
G4,Allegiant Air,4,930624.0,2016
G7,GoJet Airlines LLC d/b/a United Express,1,16807.0,2016
G7,GoJet Airlines LLC d/b/a United Express,2,17619.0,2016
G7,GoJet Airlines LLC d/b/a United Express,3,10652.0,2016
G7,GoJet Airlines LLC d/b/a United Express,4,13509.0,2016
GFQ,Gulf And Caribbean Cargo,1,14875.0,2016
GFQ,Gulf And Caribbean Cargo,2,11148.0,2016
GFQ,Gulf And Caribbean Cargo,3,14964.0,2016
GFQ,Gulf And Caribbean Cargo,4,12549.0,2016
GL,Miami Air International,1,17829.0,2016
GL,Miami Air International,2,14565.0,2016
GL,Miami Air International,3,18386.0,2016
GL,Miami Air International,4,17098.0,2016
HA,Hawaiian Airlines Inc.,1,735137.0,2016
HA,Hawaiian Airlines Inc.,2,713267.0,2016
HA,Hawaiian Airlines Inc.,3,784228.0,2016
HA,Hawaiian Airlines Inc.,4,720940.0,2016
KAQ,Kalitta Air LLC,1,121113.0,2016
KAQ,Kalitta Air LLC,2,105968.0,2016
KAQ,Kalitta Air LLC,3,101157.0,2016
KAQ,Kalitta Air LLC,4,186060.0,2016
KD,Western Global,1,11060.0,2016
KD,Western Global,2,11418.0,2016
KD,Western Global,3,,2016
KD,Western Global,4,14955.0,2016
KH,Aloha Air Cargo,1,11799.0,2016
KH,Aloha Air Cargo,2,11302.0,2016
KH,Aloha Air Cargo,3,15612.0,2016
KH,Aloha Air Cargo,4,22122.0,2016
KLQ,Kalitta Charters II,1,10399.0,2016
KLQ,Kalitta Charters II,2,7116.0,2016
KLQ,Kalitta Charters II,3,8740.0,2016
KLQ,Kalitta Charters II,4,15125.0,2016
L2,Lynden Air Cargo Airlines,1,6547.0,2016
L2,Lynden Air Cargo Airlines,2,7975.0,2016
L2,Lynden Air Cargo Airlines,3,7962.0,2016
L2,Lynden Air Cargo Airlines,4,13384.0,2016
M6,Amerijet International,1,65600.0,2016
M6,Amerijet International,2,55878.0,2016
M6,Amerijet International,3,61896.0,2016
M6,Amerijet International,4,63928.0,2016
MQ,Envoy Air,1,120829.0,2016
MQ,Envoy Air,2,106717.0,2016
MQ,Envoy Air,3,113794.0,2016
MQ,Envoy Air,4,119577.0,2016
N8,National Air Cargo Group Inc d/ba National Airlines,1,15165.0,2016
N8,National Air Cargo Group Inc d/ba National Airlines,2,9293.0,2016
N8,National Air Cargo Group Inc d/ba National Airlines,3,8952.0,2016
N8,National Air Cargo Group Inc d/ba National Airlines,4,16077.0,2016
NC,Northern Air Cargo Inc.,1,55853.0,2016
NC,Northern Air Cargo Inc.,2,18506.0,2016
NC,Northern Air Cargo Inc.,3,20025.0,2016
NC,Northern Air Cargo Inc.,4,24041.0,2016
NK,Spirit Air Lines,1,1069315.0,2016
NK,Spirit Air Lines,2,1185505.0,2016
NK,Spirit Air Lines,3,1103724.0,2016
NK,Spirit Air Lines,4,975868.0,2016
OH,PSA Airlines Inc.,1,93013.0,2016
OH,PSA Airlines Inc.,2,228452.0,2016
OH,PSA Airlines Inc.,3,72520.0,2016
OH,PSA Airlines Inc.,4,73208.0,2016
OO,SkyWest Airlines Inc.,1,777966.0,2016
OO,SkyWest Airlines Inc.,2,826868.0,2016
OO,SkyWest Airlines Inc.,3,879384.0,2016
OO,SkyWest Airlines Inc.,4,875936.0,2016
PFQ,Asia Pacific,1,4998.0,2016
PFQ,Asia Pacific,2,4231.0,2016
PFQ,Asia Pacific,3,4214.0,2016
PFQ,Asia Pacific,4,5461.0,2016
PO,Polar Air Cargo Airways,1,80998.0,2016
PO,Polar Air Cargo Airways,2,74272.0,2016
PO,Polar Air Cargo Airways,3,90606.0,2016
PO,Polar Air Cargo Airways,4,85787.0,2016
PRQ,Florida West Airlines Inc.,1,2515.0,2016
PRQ,Florida West Airlines Inc.,2,1044.0,2016
PRQ,Florida West Airlines Inc.,3,369.0,2016
PRQ,Florida West Airlines Inc.,4,533.0,2016
QX,Horizon Air,1,146940.0,2016
QX,Horizon Air,2,147407.0,2016
QX,Horizon Air,3,147522.0,2016
QX,Horizon Air,4,137660.0,2016
S5,Shuttle America Corp.,1,278444.0,2016
S5,Shuttle America Corp.,2,272363.0,2016
S5,Shuttle America Corp.,3,268383.0,2016
S5,Shuttle America Corp.,4,256745.0,2016
SY,Sun Country Airlines d/b/a MN Airlines,1,94226.0,2016
SY,Sun Country Airlines d/b/a MN Airlines,2,94455.0,2016
SY,Sun Country Airlines d/b/a MN Airlines,3,97288.0,2016
SY,Sun Country Airlines d/b/a MN Airlines,4,108365.0,2016
U7,USA Jet Airlines Inc.,1,57309.0,2016
U7,USA Jet Airlines Inc.,2,56093.0,2016
U7,USA Jet Airlines Inc.,3,98499.0,2016
U7,USA Jet Airlines Inc.,4,104811.0,2016
UA,United Air Lines Inc.,1,7266701.0,2016
UA,United Air Lines Inc.,2,7886617.0,2016
UA,United Air Lines Inc.,3,8012676.0,2016
UA,United Air Lines Inc.,4,7303366.0,2016
VX,Virgin America,1,606997.0,2016
VX,Virgin America,2,656139.0,2016
VX,Virgin America,3,669436.0,2016
VX,Virgin America,4,564096.0,2016
WE,Centurion Cargo Inc.,1,28635.0,2016
WE,Centurion Cargo Inc.,2,23271.0,2016
WE,Centurion Cargo Inc.,3,33017.0,2016
WE,Centurion Cargo Inc.,4,,2016
WI,Sky Lease Cargo,1,20530.0,2016
WI,Sky Lease Cargo,2,22312.0,2016
WI,Sky Lease Cargo,3,21423.0,2016
WI,Sky Lease Cargo,4,31774.0,2016
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,,2016
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",2,2265.0,2016
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",3,3591.0,2016
WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",4,2875.0,2016
WN,Southwest Airlines Co.,1,4574381.0,2016
WN,Southwest Airlines Co.,2,4469325.0,2016
WN,Southwest Airlines Co.,3,4838933.0,2016
WN,Southwest Airlines Co.,4,4498246.0,2016
WP,Island Air Hawaii,1,8496.0,2016
WP,Island Air Hawaii,2,6093.0,2016
WP,Island Air Hawaii,3,6411.0,2016
WP,Island Air Hawaii,4,5627.0,2016
X9,Omni Air International LLC,1,49596.0,2016
X9,Omni Air International LLC,2,36038.0,2016
X9,Omni Air International LLC,3,37142.0,2016
X9,Omni Air International LLC,4,43215.0,2016
XP,TEM Enterprises dba  Avelo Airlines,1,8888.0,2016
XP,TEM Enterprises dba  Avelo Airlines,2,10098.0,2016
XP,TEM Enterprises dba  Avelo Airlines,3,12359.0,2016
XP,TEM Enterprises dba  Avelo Airlines,4,10624.0,2016
YV,Mesa Airlines Inc.,1,54397.0,2016
YV,Mesa Airlines Inc.,2,51844.0,2016
YV,Mesa Airlines Inc.,3,48716.0,2016
YV,Mesa Airlines Inc.,4,50596.0,2016
YX,Republic Airline,1,209257.0,2016
YX,Republic Airline,2,207089.0,2016
YX,Republic Airline,3,190182.0,2016
YX,Republic Airline,4,219924.0,2016
ZW,Air Wisconsin Airlines Corp,1,31919.0,2016
ZW,Air Wisconsin Airlines Corp,2,42023.0,2016
ZW,Air Wisconsin Airlines Corp,3,40126.0,2016
ZW,Air Wisconsin Airlines Corp,4,64494.0,2016
All Rows,All Rows (including those not displayed),1,54550293.0,2016
All Rows,All Rows (including those not displayed),2,57636224.0,2016
All Rows,All Rows (including those not displayed),3,60716406.0,2016
All Rows,All Rows (including those not displayed),4,60263381.0,2016
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,17755.0,2017
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,15538.0,2017
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",3,18704.0,2017
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",4,28894.0,2017
0WQ,Avjet Corporation,1,12726.0,2017
0WQ,Avjet Corporation,2,15015.0,2017
0WQ,Avjet Corporation,3,15015.0,2017
0WQ,Avjet Corporation,4,18586.0,2017
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,4749.0,2017
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",2,7837.0,2017
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",3,3662.0,2017
1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",4,1667.0,2017
23Q,Songbird Airways Inc.,1,3140.0,2017
23Q,Songbird Airways Inc.,2,290.0,2017
23Q,Songbird Airways Inc.,3,2.0,2017
23Q,Songbird Airways Inc.,4,,2017
27Q,"Jet Aviation Flight Services, Inc.",1,44822.0,2017
27Q,"Jet Aviation Flight Services, Inc.",2,46781.0,2017
27Q,"Jet Aviation Flight Services, Inc.",3,48426.0,2017
27Q,"Jet Aviation Flight Services, Inc.",4,41664.0,2017
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,18329.0,2017
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,2,20732.0,2017
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,3,20608.0,2017
5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,4,24139.0,2017
5X,United Parcel Service,1,1739571.0,2017
5X,United Parcel Service,2,1532898.0,2017
5X,United Parcel Service,3,1292566.0,2017
5X,United Parcel Service,4,1650828.0,2017
5Y,Atlas Air Inc.,1,297612.0,2017
5Y,Atlas Air Inc.,2,412901.0,2017
5Y,Atlas Air Inc.,3,412393.0,2017
5Y,Atlas Air Inc.,4,438442.0,2017
8C,Air Transport International,1,29925.0,2017
8C,Air Transport International,2,43662.0,2017
8C,Air Transport International,3,39118.0,2017
8C,Air Transport International,4,46277.0,2017
9E,Endeavor Air Inc.,1,153462.0,2017
9E,Endeavor Air Inc.,2,143211.0,2017
9E,Endeavor Air Inc.,3,129046.0,2017
9E,Endeavor Air Inc.,4,125537.0,2017
9S,Southern Air Inc.,1,13442.0,2017
9S,Southern Air Inc.,2,26178.0,2017
9S,Southern Air Inc.,3,34967.0,2017
9S,Southern Air Inc.,4,18378.0,2017
AA,American Airlines Inc.,1,17406846.0,2017
AA,American Airlines Inc.,2,18407100.0,2017
AA,American Airlines Inc.,3,17987015.0,2017
AA,American Airlines Inc.,4,17572726.0,2017
ABX,ABX Air Inc,1,306071.0,2017
ABX,ABX Air Inc,2,305109.0,2017
ABX,ABX Air Inc,3,306100.0,2017
ABX,ABX Air Inc,4,315524.0,2017
AS,Alaska Airlines Inc.,1,7641487.0,2017
AS,Alaska Airlines Inc.,2,8049761.0,2017
AS,Alaska Airlines Inc.,3,8144621.0,2017
AS,Alaska Airlines Inc.,4,8194953.0,2017
B6,JetBlue Airways,1,1469166.0,2017
B6,JetBlue Airways,2,1448716.0,2017
B6,JetBlue Airways,3,1323419.0,2017
B6,JetBlue Airways,4,1205587.0,2017
CP (2),Compass Airlines,1,50084.0,2017
CP (2),Compass Airlines,2,79116.0,2017
CP (2),Compass Airlines,3,74019.0,2017
CP (2),Compass Airlines,4,74231.0,2017
DL,Delta Air Lines Inc.,1,6844536.0,2017
DL,Delta Air Lines Inc.,2,7161729.0,2017
DL,Delta Air Lines Inc.,3,7071960.0,2017
DL,Delta Air Lines Inc.,4,7834809.0,2017
EE,Eastern Airlines Group Inc.,1,12672.0,2017
EE,Eastern Airlines Group Inc.,2,6178.0,2017
EE,Eastern Airlines Group Inc.,3,3264.0,2017
EE,Eastern Airlines Group Inc.,4,,2017
EV,ExpressJet Airlines LLC d/b/a aha!,1,64049.0,2017
EV,ExpressJet Airlines LLC d/b/a aha!,2,55232.0,2017
EV,ExpressJet Airlines LLC d/b/a aha!,3,270165.0,2017
EV,ExpressJet Airlines LLC d/b/a aha!,4,249189.0,2017
F9,Frontier Airlines Inc.,1,649374.0,2017
F9,Frontier Airlines Inc.,2,756081.0,2017
F9,Frontier Airlines Inc.,3,774298.0,2017
F9,Frontier Airlines Inc.,4,907680.0,2017
FX,Federal Express Corporation,1,6684432.0,2017
FX,Federal Express Corporation,2,7085194.0,2017
FX,Federal Express Corporation,3,8085666.0,2017
FX,Federal Express Corporation,4,8413959.0,2017
G4,Allegiant Air,1,1016826.0,2017
G4,Allegiant Air,2,1063697.0,2017
G4,Allegiant Air,3,1098114.0,2017
G4,Allegiant Air,4,1095377.0,2017
G7,GoJet Airlines LLC d/b/a United Express,1,14918.0,2017
G7,GoJet Airlines LLC d/b/a United Express,2,16351.0,2017
G7,GoJet Airlines LLC d/b/a United Express,3,10466.0,2017
G7,GoJet Airlines LLC d/b/a United Express,4,16655.0,2017
GFQ,Gulf And Caribbean Cargo,1,11811.0,2017
GFQ,Gulf And Caribbean Cargo,2,14432.0,2017
GFQ,Gulf And Caribbean Cargo,3,14418.0,2017
GFQ,Gulf And Caribbean Cargo,4,10493.0,2017
GL,Miami Air International,1,14848.0,2017
GL,Miami Air International,2,8708.0,2017
GL,Miami Air International,3,11589.0,2017
GL,Miami Air International,4,11449.0,2017
HA,Hawaiian Airlines Inc.,1,836873.0,2017
HA,Hawaiian Airlines Inc.,2,924995.0,2017
HA,Hawaiian Airlines Inc.,3,750824.0,2017
HA,Hawaiian Airlines Inc.,4,635470.0,2017
KAQ,Kalitta Air LLC,1,146709.0,2017
KAQ,Kalitta Air LLC,2,132810.0,2017
KAQ,Kalitta Air LLC,3,127636.0,2017
KAQ,Kalitta Air LLC,4,160603.0,2017
KD,Western Global,1,4861.0,2017
KD,Western Global,2,6666.0,2017
KD,Western Global,3,20887.0,2017
KD,Western Global,4,35586.0,2017
KH,Aloha Air Cargo,1,19715.0,2017
KH,Aloha Air Cargo,2,18783.0,2017
KH,Aloha Air Cargo,3,17813.0,2017
KH,Aloha Air Cargo,4,21328.0,2017
KLQ,Kalitta Charters II,1,12267.0,2017
KLQ,Kalitta Charters II,2,11381.0,2017
KLQ,Kalitta Charters II,3,9354.0,2017
KLQ,Kalitta Charters II,4,15134.0,2017
L2,Lynden Air Cargo Airlines,1,12746.0,2017
L2,Lynden Air Cargo Airlines,2,9115.0,2017
L2,Lynden Air Cargo Airlines,3,11973.0,2017
L2,Lynden Air Cargo Airlines,4,12381.0,2017
M6,Amerijet International,1,60559.0,2017
M6,Amerijet International,2,52470.0,2017
M6,Amerijet International,3,48144.0,2017
M6,Amerijet International,4,63919.0,2017
MQ,Envoy Air,1,63280.0,2017
MQ,Envoy Air,2,63280.0,2017
MQ,Envoy Air,3,63280.0,2017
MQ,Envoy Air,4,63280.0,2017
N8,National Air Cargo Group Inc d/ba National Airlines,1,11201.0,2017
N8,National Air Cargo Group Inc d/ba National Airlines,2,14173.0,2017
N8,National Air Cargo Group Inc d/ba National Airlines,3,17968.0,2017
N8,National Air Cargo Group Inc d/ba National Airlines,4,17861.0,2017
NC,Northern Air Cargo Inc.,1,23679.0,2017
NC,Northern Air Cargo Inc.,2,25724.0,2017
NC,Northern Air Cargo Inc.,3,28417.0,2017
NC,Northern Air Cargo Inc.,4,29345.0,2017
NK,Spirit Air Lines,1,1146531.0,2017
NK,Spirit Air Lines,2,1230504.0,2017
NK,Spirit Air Lines,3,1244740.0,2017
